4561311,"LEGO Light Gray Brick 1 x 1 (3005)",Part,"Light Gray",656416-66,109665427,"Used (Good)",2,,0.120
4561311,"LEGO White Brick 1 x 1 (3005)",Part,White,656416-92,79910677,New,5,,0.056
4561311,"LEGO White Plate 1 x 2 (3023)",Part,White,44980-92,79910691,New,20,,0.040
4561311,"LEGO Dark Gray Minifig Crossbow (2570)",Part,"Dark Gray",327807-53,110265743,"Used (Good)",2,"Good condition.",0.340
4561311,"LEGO Black Police Torso with White Zipper and Badge with Yellow Star and Light Gray Tie with Black Arms and Black Hands",Part,Black,458630-38,111850295,"Used (Good)",2,,0.366
4561311,"LEGO Black Brick 1 x 12 (6112)",Part,Black,783190-38,110364837,New,1,,0.288
4561311,"LEGO Black Plate 1 x 6 (3666)",Part,Black,804561-38,110364857,New,2,,0.080
4561311,"LEGO Black Plate 1 x 10 (4477)",Part,Black,80217-38,79911639,New,2,,0.112
4561311,"LEGO Dark Gray Minifig Polearm Halberd (6123)",Part,"Dark Gray",804756-53,,"Used (Good)",1,"Good condition.",0.425
4561311,"LEGO Black Hinge Plate 1 x 2 with 2 Fingers Hollow Studs (4276)",Part,Black,145239-38,92770113,"Used (Good)",2,,0.320
4561311,"LEGO Black Fence Lattice 1 x 4 x 1 (3633)",Part,Black,140286-38,80284315,New,3,,0.104
4561311,"LEGO Light Gray Brick 1 x 2 with Bottom Tube (3004)",Part,"Light Gray",442413-66,109665425,"Used (Good)",3,,0.104
4561311,"LEGO Black Brick 1 x 2 with Bottom Tube (3004)",Part,Black,442413-38,98078915,New,9,,0.064
4561311,"LEGO Black Tire 21mm D. x 12mm - Offset Tread Small Wide with Slightly Bevelled Edge and no Band (6015)",Part,Black,546722-38,96357387,"Used (Good)",10,,0.040
1279329,"LEGO Chrome Silver Rock 1 x 1 with 5 Points (70770)",Part,"Chrome Silver",138501-115,112729431,"Used (Good)",1,,1.030
1279329,"LEGO Blue Minifig Flipper",Part,Blue,270004-39,83396513,"Used (Good)",1,,0.054
1279329,"LEGO Black Brick 1 x 2 with Arm (2 Stubs) (30014)",Part,Black,755368-38,87461153,"Used (Good)",1,,0.040
1279329,"LEGO Black Minifig Arrow Quiver (4498)",Part,Black,173046-38,112977753,"Used (Good)",1,,0.716
1279329,"LEGO Green Plant Leaves 4 x 3 (2423)",Part,Green,5533-61,103683439,New,2,,0.110
1279329,"LEGO Green Pine Tree (small) 3 x 3 x 4 (2435)",Part,Green,24675-61,82897993,"Used (Good)",1,,0.772
1279329,"LEGO Blue Tile 1 x 2 with Arrow Long with Black Border with Groove",Part,Blue,66889-39,112729393,"Used (Good)",1,,0.467
1279329,"LEGO Black Support 2 x 4 x 5 Stanchion Inclined with Thick Supports (4476)",Part,Black,193678-38,90206451,"Used (Good)",2,,0.237
1279329,"LEGO Black Brick 1 x 2 x 0.667 with Studs on Sides (4595)",Part,Black,735967-38,74698997,New,1,,0.081
1279329,"LEGO Black Minifigure Hips with Blue Legs (73200 / 88584)",Part,Black,851096-38,102428521,"Used (Good)",1,,0.280
1279329,"LEGO Black Minifigure Hips with Red Legs (73200 / 88584)",Part,Black,380841-38,104874599,"Used (Good)",3,,0.250
1279329,"LEGO Blue Cap with Long Flat Bill (4485)",Part,Blue,665447-39,105215965,"Used (Good)",1,,0.093
1279329,"LEGO White Minifig Air Tanks (3838 / 90226)",Part,White,573128-92,103763579,"Used (Good)",1,,0.110
1279329,"LEGO Transparent Dark Blue Minifig Helmet Visor (2447 / 35334)",Part,"Transparent Dark Blue",285450-98,103092523,"Used (Good)",1,,0.120
1279329,"LEGO Transparent Light Blue Garage Roller Door Section without Handle (30061 / 40672)",Part,"Transparent Light Blue",158254-101,69648441,"Used (Good)",10,,0.165
1279329,"LEGO Black Fire Captain Torso",Part,Black,393198-38,101995553,"Used (Good)",1,,0.320
1279329,"LEGO White Garage Roller Door Section with Handle (4219)",Part,White,490031-92,96826717,"Used (Good)",1,,0.239
1279329,"LEGO Red Small Flower",Part,Red,993873-81,66767863,"Used (Good)",15,,0.033
1279329,"LEGO Light Gray Arm Section Straight with 2 and 3 Stubs",Part,"Light Gray",722250-66,113318573,"Used (Good)",1,,0.222
1279329,"LEGO White Tile 2 x 2 with Blue -V- and Red Lines Sticker with Groove",Part,White,205329-92,102301247,"Used (Good)",3,,0.147
1279329,"LEGO Black Tire 21mm D. x 12mm - Offset Tread Small Wide with Slightly Bevelled Edge and no Band (6015)",Part,Black,546722-38,69570637,"Used (Good)",12,,0.040
1279329,"LEGO Yellow Minifig Air Tanks (3838 / 90226)",Part,Yellow,573128-93,110365873,"Used (Good)",1,,0.068
1279329,"LEGO Light Gray Container Cupboard 2 x 3 x 2 Door (4533)",Part,"Light Gray",413544-66,102218719,"Used (Good)",1,,0.240
1279329,"LEGO Black Wing 8 x 8 with 4 x 4 Cutout",Part,Black,32571-38,108574977,"Used (Good)",1,,0.296
1279329,"LEGO Black Tail 4 x 2 x 2 (3479)",Part,Black,935962-38,111546871,"Used (Good)",2,,0.106
1279329,"LEGO Black Plate 2 x 2 with Towball Socket With 4 Slots (3730)",Part,Black,723281-38,82170929,"Used (Good)",1,,0.066
1279329,"LEGO Brown Minifig Tool Pushbroom (3836)",Part,Brown,812930-46,73033257,"Used (Good)",1,,0.081
1279329,"LEGO White Minifig Hair Beard (6132)",Part,White,915798-92,105215895,"Used (Good)",1,,0.240
1279329,"LEGO White Technic Ski",Part,White,849787-92,110447855,"Used (Good)",1,,0.452
1279329,"LEGO Black Minifigure Left Arm (3819)",Part,Black,99319-38,105923575,"Used (Good)",1,,0.090
1279329,"LEGO Blue Minifigure Right Arm (3818)",Part,Blue,939785-39,107838725,"Used (Good)",1,,0.100
1279329,"LEGO Brown Minifigure Right Arm (3818)",Part,Brown,939785-46,105923561,"Used (Good)",1,,0.460
1279329,"LEGO Black Minifigure Right Arm (3818)",Part,Black,939785-38,103558225,"Used (Good)",1,,0.100
1279329,"LEGO Yellow Minifig Hand (3820)",Part,Yellow,892393-93,103558191,"Used (Good)",10,,0.100
7635052,"LEGO Yellow Minifig Head with Standard Grin and Sunglasses (Safety Stud)",Part,Yellow,348075-93,59978959,"Used (Good)",2,,0.303
7635052,"LEGO Blue Tile 1 x 4 with Three White Stars",Part,Blue,148695-39,84970337,"Used (Good)",1,,0.820
